manufacturer_name,manufacturer_company,is_varient,model,icao,class,wake,engine_type,engine_number,engine_name,engine_manufacturer,engine_model,engine_thrust,length,wingspan,tail_height,range,ceiling,max_speed,passenger_capacity,base_model
328 SUPPORT SERVICES,328 SUPPORT SERVICES,0,Dornier 328JET,J328,L,M,J,2,,,,,,,,,,,
ACRO SPORT,ACRO SPORT,0,Junior Ace,JACE,L,L,P,1,,,,,,,,,,,
ACRO SPORT,ACRO SPORT,0,Super Ace,SACE,L,L,P,1,,,,,,,,,,,
ACS,ACS,0,ACS-100 Sora,SORA,L,L,P,1,,,,,,,,,,,
ACS,ACS,1,Sora,SORA,L,L,P,1,,,,,,,,,,,,ACS-100 Sora
AD AEROSPACE,AD AEROSPACE,0,T-211,T211,L,L,P,1,,,,,,,,,,,
ADA,ADA,0,LCA Tejas,LCA,L,M,J,1,,,,,,,,,,,
ADA,ADA,1,Tejas,LCA,L,M,J,1,,,,,,,,,,,,LCA Tejas
ADAM,ADAM,0,A-500,A500,L,L,P,2,,,,,,,,,,,
ADAM,ADAM,1,A-500 CarbonAero,A500,L,L,P,2,,,,,,,,,,,,A-500
ADAM,ADAM,1,CarbonAero,A500,L,L,P,2,,,,,,,,,,,,A-500
ADAM,ADAM,0,A-700 AdamJet,A700,L,L,J,2,,,,,,,,,,,
ADAM,ADAM,1,AdamJet,A700,L,L,J,2,,,,,,,,,,,,A-700 AdamJet
ADAM,ADAM,0,Loisirs,RA14,L,L,P,1,,,,,,,,,,,
ADAM,ADAM,1,RA-14 Loisirs,RA14,L,L,P,1,,,,,,,,,,,,Loisirs
ADAM,ADAM,0,RA-17,RA17,L,L,P,1,,,,,,,,,,,
ADAMS,ADAMS,0,T-211,T211,L,L,P,1,,,,,,,,,,,
ADVANCED AEROMARINE,ADVANCED AEROMARINE,0,Mallard,BUCA,A,L,P,1,,,,,,,,,,,
ADVANCED AIRCRAFT,ADVANCED AIRCRAFT,0,Spirit 750,C10T,L,L,T,1,,,,,,,,,,,
ADVANCED AIRCRAFT,ADVANCED AIRCRAFT,1,Turbine P210,C10T,L,L,T,1,,,,,,,,,,,,Spirit 750
ADVANCED AIRCRAFT,ADVANCED AIRCRAFT,0,Regent 1500,C21T,L,L,T,2,,,,,,,,,,,
ADVANCED AVIATION,ADVANCED AVIATION,0,Buccaneer,BUCA,A,L,P,1,,,,,,,,,,,
ADVENTURE AIR,ADVENTURE AIR,0,Adventurer,ADVN,A,L,P,1,,,,,,,,,,,
AEA,AEA,0,Explorer 500T,EX5T,L,L,T,1,,,,,,,,,,,
AEA,AEA,0,Maverick,MAVR,L,L,P,1,,,,,,,,,,,
AERFER-AERMACCHI,AERFER-AERMACCHI,0,AM-3,AM3,L,L,P,1,,,,,,,,,,,
AERITALIA,AERITALIA,0,AMX Ghibli,AMX,L,M,J,1,,,,,,,,,,,
AERITALIA,AERITALIA,1,Ghibli,AMX,L,M,J,1,,,,,,,,,,,,AMX Ghibli
AERITALIA,AERITALIA,0,G-222,G222,L,M,T,2,,,,,,,,,,,
AERITALIA,AERITALIA,0,Tornado,TOR,L,M,J,2,,,,,,,,,,,
AERITALIA-AERMACCHI,AERITALIA-AERMACCHI,0,AM-3,AM3,L,L,P,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,0,AMX Ghibli,AMX,L,M,J,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,1,Ghibli,AMX,L,M,J,1,,,,,,,,,,,,AMX Ghibli
AERMACCHI,AERMACCHI,0,F-260E,F260,L,L,P,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,1,F-260F,F260,L,L,P,1,,,,,,,,,,,,F-260E
AERMACCHI,AERMACCHI,1,T-260,F260,L,L,P,1,,,,,,,,,,,,F-260E
AERMACCHI,AERMACCHI,1,SF-260E,F260,L,L,P,1,,,,,,,,,,,,F-260E
AERMACCHI,AERMACCHI,1,SF-260F,F260,L,L,P,1,,,,,,,,,,,,F-260E
AERMACCHI,AERMACCHI,0,SF-260T,F26T,L,L,T,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,0,M-290TP Redigo,L90,L,L,T,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,1,Redigo,L90,L,L,T,1,,,,,,,,,,,,M-290TP Redigo
AERMACCHI,AERMACCHI,0,AL-60,LA60,L,L,P,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,1,AL-60 Conestoga,LA60,L,L,P,1,,,,,,,,,,,,AL-60
AERMACCHI,AERMACCHI,1,AL-60 Trojan,LA60,L,L,P,1,,,,,,,,,,,,AL-60
AERMACCHI,AERMACCHI,1,Conestoga,LA60,L,L,P,1,,,,,,,,,,,,AL-60
AERMACCHI,AERMACCHI,1,Trojan,LA60,L,L,P,1,,,,,,,,,,,,AL-60
AERMACCHI,AERMACCHI,1,AL-60 Loadmaster,LA60,L,L,P,1,,,,,,,,,,,,AL-60
AERMACCHI,AERMACCHI,1,Loadmaster,LA60,L,L,P,1,,,,,,,,,,,,AL-60
AERMACCHI,AERMACCHI,0,AL-60 Turbine Grizzly,LA6T,L,L,T,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,1,Turbine Grizzly,LA6T,L,L,T,1,,,,,,,,,,,,AL-60 Turbine Grizzly
AERMACCHI,AERMACCHI,0,MB-326,M326,L,L,J,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,0,MB-339,M339,L,L,J,1,,,,,,,,,,,
AERMACCHI,AERMACCHI,0,M-346 Master,M346,L,M,J,2,,,,,,,,,,,
AERMACCHI,AERMACCHI,1,T-346 Master,M346,L,M,J,2,,,,,,,,,,,,M-346 Master
AERMACCHI,AERMACCHI,1,Master,M346,L,M,J,2,,,,,,,,,,,,M-346 Master
AERO,AERO,0,Ae-270 Ibis,A270,L,L,T,1,,,,,,,,,,,
AERO,AERO,1,Ibis,A270,L,L,T,1,,,,,,,,,,,,Ae-270 Ibis
AERO,AERO,0,AT-3,AAT3,L,L,P,1,,,,,,,,,,,
AERO,AERO,0,AT-4,AAT4,L,L,P,1,,,,,,,,,,,
AERO,AERO,0,Commander 500,AC50,L,L,P,2,,,,,,,,,,,
AERO,AERO,0,Commander 520,AC52,L,L,P,2,,,,,,,,,,,
AERO,AERO,0,Commander 560,AC56,L,L,P,2,,,,,,,,,,,
AERO,AERO,1,L-26B Commander 560,AC56,L,L,P,2,,,,,,,,,,,,Commander 560
AERO,AERO,1,U-4A Commander 560,AC56,L,L,P,2,,,,,,,,,,,,Commander 560
AERO,AERO,0,Commander 680 Super,AC68,L,L,P,2,,,,,,,,,,,
AERO,AERO,1,Commander 680E,AC68,L,L,P,2,,,,,,,,,,,,Commander 680 Super
AERO,AERO,1,Commander 680F,AC68,L,L,P,2,,,,,,,,,,,,Commander 680 Super
AERO,AERO,1,L-26C Commander 680 Super,AC68,L,L,P,2,,,,,,,,,,,,Commander 680 Super
AERO,AERO,1,U-4B Commander 680 Super,AC68,L,L,P,2,,,,,,,,,,,,Commander 680 Super
AERO,AERO,1,U-9 Commander 680 Super,AC68,L,L,P,2,,,,,,,,,,,,Commander 680 Super
AERO,AERO,0,Commander 720 Alti Cruiser,AC72,L,L,P,2,,,,,,,,,,,
AERO,AERO,0,45,AE45,L,L,P,2,,,,,,,,,,,
AERO,AERO,0,C-104,BU31,L,L,P,1,,,,,,,,,,,
AERO,AERO,1,Z-131,BU31,L,L,P,1,,,,,,,,,,,,C-104
AERO,AERO,0,Albatros 2,L159,L,M,J,1,,,,,,,,,,,
AERO,AERO,1,L-159,L159,L,M,J,1,,,,,,,,,,,,Albatros 2
AERO,AERO,1,L-159 Albatros 2,L159,L,M,J,1,,,,,,,,,,,,Albatros 2
AERO,AERO,0,Delfin,L29,L,L,J,1,,,,,,,,,,,
AERO,AERO,1,L-29 Delfin,L29,L,L,J,1,,,,,,,,,,,,Delfin
AERO,AERO,0,Albatros,L39,L,L,J,1,,,,,,,,,,,
AERO,AERO,1,L-39 Albatros,L39,L,L,J,1,,,,,,,,,,,,Albatros
AERO,AERO,1,L-139 Albatros,L39,L,L,J,1,,,,,,,,,,,,Albatros
AERO,AERO,0,L-59,L59,L,L,J,1,,,,,,,,,,,
AERO,AERO,0,Brigadyr,L60,L,L,P,1,,,,,,,,,,,
AERO,AERO,1,L-60 Brigadyr,L60,L,L,P,1,,,,,,,,,,,,Brigadyr
AERO,AERO,0,CS-102,MG15,L,L,J,1,,,,,,,,,,,
AERO,AERO,1,S-102,MG15,L,L,J,1,,,,,,,,,,,,CS-102
AERO,AERO,1,S-103,MG15,L,L,J,1,,,,,,,,,,,,CS-102
AERO,AERO,0,P-220-AT1,P220,L,L,P,1,,,,,,,,,,,
AERO,AERO,1,P-220-AT2,P220,L,L,P,1,,,,,,,,,,,,P-220-AT1
AERO ADVENTURE,AERO ADVENTURE,0,Aventura 2,AVTR,A,L,P,1,,,,,,,,,,,
AERO ADVENTURE,AERO ADVENTURE,0,Toucan,ZEP2,L,L,P,1,,,,,,,,,,,
AERO BOERO,AERO BOERO,0,AB-115,AB11,L,L,P,1,,,,,,,,,,,
AERO BOERO,AERO BOERO,0,AB-150,AB15,L,L,P,1,,,,,,,,,,,
AERO BOERO,AERO BOERO,0,AB-180,AB18,L,L,P,1,,,,,,,,,,,
AERO BOERO,AERO BOERO,0,AB-95,AB95,L,L,P,1,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,0,A-9 Ag Commander,A9,L,L,P,1,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Ag Commander (A-9),A9,L,L,P,1,,,,,,,,,,,,A-9 Ag Commander
AERO COMMANDER,AERO COMMANDER,0,500 Commander 500,AC50,L,L,P,2,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Commander 500,AC50,L,L,P,2,,,,,,,,,,,,500 Commander 500
AERO COMMANDER,AERO COMMANDER,0,560 Commander 560,AC56,L,L,P,2,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Commander 560,AC56,L,L,P,2,,,,,,,,,,,,560 Commander 560
AERO COMMANDER,AERO COMMANDER,0,680F Commander 680F,AC68,L,L,P,2,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,680FP Commander 680FP,AC68,L,L,P,2,,,,,,,,,,,,680F Commander 680F
AERO COMMANDER,AERO COMMANDER,1,Commander 680F,AC68,L,L,P,2,,,,,,,,,,,,680F Commander 680F
AERO COMMANDER,AERO COMMANDER,1,Commander 680FP,AC68,L,L,P,2,,,,,,,,,,,,680F Commander 680F
AERO COMMANDER,AERO COMMANDER,0,680FL Grand Commander,AC6L,L,L,P,2,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Grand Commander,AC6L,L,L,P,2,,,,,,,,,,,,680FL Grand Commander
AERO COMMANDER,AERO COMMANDER,0,720 Alti Cruiser,AC72,L,L,P,2,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Alti Cruiser,AC72,L,L,P,2,,,,,,,,,,,,720 Alti Cruiser
AERO COMMANDER,AERO COMMANDER,0,680T Turbo Commander,AC80,L,L,T,2,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,680V Turbo Commander,AC80,L,L,T,2,,,,,,,,,,,,680T Turbo Commander
AERO COMMANDER,AERO COMMANDER,1,Turbo Commander (680),AC80,L,L,T,2,,,,,,,,,,,,680T Turbo Commander
AERO COMMANDER,AERO COMMANDER,0,Ag Commander (B-1),CLB1,L,L,P,1,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,B-1 Ag Commander,CLB1,L,L,P,1,,,,,,,,,,,,Ag Commander (B-1)
AERO COMMANDER,AERO COMMANDER,0,1121 Jet Commander,JCOM,L,M,J,2,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Jet Commander,JCOM,L,M,J,2,,,,,,,,,,,,1121 Jet Commander
AERO COMMANDER,AERO COMMANDER,0,200 Commander 200,M200,L,L,P,1,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Commander 200,M200,L,L,P,1,,,,,,,,,,,,200 Commander 200
AERO COMMANDER,AERO COMMANDER,0,Ag Commander (S-2),SS2P,L,L,P,1,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,S-2 Ag Commander,SS2P,L,L,P,1,,,,,,,,,,,,Ag Commander (S-2)
AERO COMMANDER,AERO COMMANDER,0,100 Commander 100,VO10,L,L,P,1,,,,,,,,,,,
AERO COMMANDER,AERO COMMANDER,1,Commander 100,VO10,L,L,P,1,,,,,,,,,,,,100 Commander 100
AERO DESIGNS,AERO DESIGNS,0,Pulsar,PULS,L,L,P,1,,,,,,,,,,,
AERO ELI,AERO ELI,0,Yo-Yo,R22,H,L,P,1,,,,,,,,,,,
AERO GARE,AERO GARE,0,Sea Hawker,AGSH,A,L,P,1,,,,,,,,,,,
AERO ITBA,AERO ITBA,0,Petrel,PETL,L,L,P,1,,,,,,,,,,,
AERO JAEN,AERO JAEN,0,RF-5 Serrania,RF5,L,L,P,1,,,,,,,,,,,
AERO JAEN,AERO JAEN,1,Serrania,RF5,L,L,P,1,,,,,,,,,,,,RF-5 Serrania
AERO KUHLMANN,AERO KUHLMANN,0,Scub,SCUB,L,L,P,1,,,,,,,,,,,
AERO MERCANTIL,AERO MERCANTIL,0,358 Gavilan,GAVI,L,L,P,1,,,,,,,,,,,
AERO MERCANTIL,AERO MERCANTIL,1,Gavilan,GAVI,L,L,P,1,,,,,,,,,,,,358 Gavilan
AERO MIRAGE,AERO MIRAGE,0,TC-2,TC2,L,L,P,1,,,,,,,,,,,
AERO MOD,AERO MOD,0,G-164 Super Ag Max,G164,L,L,P,1,,,,,,,,,,,
AERO MOD,AERO MOD,1,Super Ag Max,G164,L,L,P,1,,,,,,,,,,,,G-164 Super Ag Max
AERO SERVICES,AERO SERVICES,0,Gu�pe,GEPE,L,L,P,1,,,,,,,,,,,
AERO SERVICES,AERO SERVICES,0,Guepard,GUEP,L,L,P,1,,,,,,,,,,,
AERO SERVICES,AERO SERVICES,1,Guepy,GUEP,L,L,P,1,,,,,,,,,,,,Guepard
AERO SERVICES,AERO SERVICES,1,Super Guepard,GUEP,L,L,P,1,,,,,,,,,,,,Guepard
AERO SPACELINES,AERO SPACELINES,0,377SGT Super Guppy,SGUP,L,M,T,4,,,,,,,,,,,
AERO SPACELINES,AERO SPACELINES,1,Super Guppy,SGUP,L,M,T,4,,,,,,,,,,,,377SGT Super Guppy
AERO-ASTRA,AERO-ASTRA,0,Okhotnik,OKHO,G,L,P,1,,,,,,,,,,,
AERO-COMPOSITES,AERO-COMPOSITES,0,Sea Hawker,AGSH,A,L,P,1,,,,,,,,,,,
AERO-DIFUSION,AERO-DIFUSION,0,Compostela,D11,L,L,P,1,,,,,,,,,,,
AERO-DIFUSION,AERO-DIFUSION,1,D-112 Popuplane,D11,L,L,P,1,,,,,,,,,,,,Compostela
AERO-DIFUSION,AERO-DIFUSION,1,D-119 Popuplane,D11,L,L,P,1,,,,,,,,,,,,Compostela
AERO-DIFUSION,AERO-DIFUSION,1,D-1190S Compostela,D11,L,L,P,1,,,,,,,,,,,,Compostela
AERO-DIFUSION,AERO-DIFUSION,1,Popuplane,D11,L,L,P,1,,,,,,,,,,,,Compostela
AERO-EAST-EUROPE,AERO-EAST-EUROPE,0,SILA-450,S450,L,L,P,1,,,,,,,,,,,
AERO-JODEL,AERO-JODEL,0,D-11,D11,L,L,P,1,,,,,,,,,,,
AERO-KROS,AERO-KROS,0,MP-02 Czajka,MP02,L,L,P,1,,,,,,,,,,,
AERO-KROS,AERO-KROS,1,Czajka,MP02,L,L,P,1,,,,,,,,,,,,MP-02 Czajka
AEROALCOOL,AEROALCOOL,0,Quasar Lite,QUAS,L,L,P,1,,,,,,,,,,,
AEROANDINA,AEROANDINA,0,MXP-1000 Tayrona,MX1T,L,L,P,1,,,,,,,,,,,
AEROANDINA,AEROANDINA,1,Tayrona,MX1T,L,L,P,1,,,,,,,,,,,,MXP-1000 Tayrona
AEROANDINA,AEROANDINA,1,MXP-150 Kimbaya,MX1T,L,L,P,1,,,,,,,,,,,,MXP-1000 Tayrona
AEROANDINA,AEROANDINA,1,Kimbaya,MX1T,L,L,P,1,,,,,,,,,,,,MXP-1000 Tayrona
AEROANDINA,AEROANDINA,0,Fantasy,MX80,L,L,P,1,,,,,,,,,,,
AEROANDINA,AEROANDINA,1,MXP-800 Fantasy,MX80,L,L,P,1,,,,,,,,,,,,Fantasy
AEROBRAVO,AEROBRAVO,0,Bravo,CH70,L,L,P,1,,,,,,,,,,,
AEROCAD,AEROCAD,0,AeroCanard,COZY,L,L,P,1,,,,,,,,,,,
AEROCAR,AEROCAR,0,Aerocar,CAR,L,L,P,1,,,,,,,,,,,
AEROCAR,AEROCAR,0,Coot,COOT,A,L,P,1,,,,,,,,,,,
AEROCAR,AEROCAR,1,Super Coot,COOT,A,L,P,1,,,,,,,,,,,,Coot
AEROCAR,AEROCAR,0,Mini-Imp,MIMP,L,L,P,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,0,CA-10 Comp Air 10,CA1P,L,L,P,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,Comp Air 10,CA1P,L,L,P,1,,,,,,,,,,,,CA-10 Comp Air 10
AEROCOMP,AEROCOMP,0,CA-10T Comp Air 10T,CA1T,L,L,T,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,CA-10XLT Comp Air 10XLT,CA1T,L,L,T,1,,,,,,,,,,,,CA-10T Comp Air 10T
AEROCOMP,AEROCOMP,1,Comp Air 10T,CA1T,L,L,T,1,,,,,,,,,,,,CA-10T Comp Air 10T
AEROCOMP,AEROCOMP,0,CA-3 Comp Air 3,CA3,L,L,P,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,Comp Air 3,CA3,L,L,P,1,,,,,,,,,,,,CA-3 Comp Air 3
AEROCOMP,AEROCOMP,0,CA-4 Comp Air 4,CA4,L,L,P,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,CA-4 Comp Monster,CA4,L,L,P,1,,,,,,,,,,,,CA-4 Comp Air 4
AEROCOMP,AEROCOMP,1,Comp Air 4,CA4,L,L,P,1,,,,,,,,,,,,CA-4 Comp Air 4
AEROCOMP,AEROCOMP,1,Comp Monster,CA4,L,L,P,1,,,,,,,,,,,,CA-4 Comp Air 4
AEROCOMP,AEROCOMP,0,CA-6 Comp Air 6,CA6,L,L,P,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,Comp Air 6,CA6,L,L,P,1,,,,,,,,,,,,CA-6 Comp Air 6
AEROCOMP,AEROCOMP,0,CA-7P Comp Air 7P,CA7P,L,L,P,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,CA-7SL Comp Air 7SL,CA7P,L,L,P,1,,,,,,,,,,,,CA-7P Comp Air 7P
AEROCOMP,AEROCOMP,1,Comp Air 7P,CA7P,L,L,P,1,,,,,,,,,,,,CA-7P Comp Air 7P
AEROCOMP,AEROCOMP,1,Comp Air 7SL,CA7P,L,L,P,1,,,,,,,,,,,,CA-7P Comp Air 7P
AEROCOMP,AEROCOMP,0,CA-7SLX Comp Air 7SLX,CA7T,L,L,T,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,CA-7T Comp Air 7T,CA7T,L,L,T,1,,,,,,,,,,,,CA-7SLX Comp Air 7SLX
AEROCOMP,AEROCOMP,1,Comp Air 7SLX,CA7T,L,L,T,1,,,,,,,,,,,,CA-7SLX Comp Air 7SLX
AEROCOMP,AEROCOMP,1,Comp Air 7T,CA7T,L,L,T,1,,,,,,,,,,,,CA-7SLX Comp Air 7SLX
AEROCOMP,AEROCOMP,0,CA-8 Comp Air 8,CA8,L,L,T,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,Comp Air 8,CA8,L,L,T,1,,,,,,,,,,,,CA-8 Comp Air 8
AEROCOMP,AEROCOMP,0,CA-J Comp Air Jet,CAJ,L,L,J,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,1,Comp Air Jet,CAJ,L,L,J,1,,,,,,,,,,,,CA-J Comp Air Jet
AEROCOMP,AEROCOMP,0,E-Z Flyer,EZFL,L,L,P,1,,,,,,,,,,,
AEROCOMP,AEROCOMP,0,Merlin,MAME,L,L,P,1,,,,,,,,,,,
AERODIS,AERODIS,0,G-802 Orion,G800,L,L,P,1,,,,,,,,,,,
AERODIS,AERODIS,1,Orion,G800,L,L,P,1,,,,,,,,,,,,G-802 Orion
AERODYNOS,AERODYNOS,0,Evolution,J177,L,L,P,1,,,,,,,,,,,
AERODYNOS,AERODYNOS,1,JA-177 Evolution,J177,L,L,P,1,,,,,,,,,,,,Evolution
AERODYNOS,AERODYNOS,1,JA-177 Pingouin,J177,L,L,P,1,,,,,,,,,,,,Evolution
AERODYNOS,AERODYNOS,1,Pingouin,J177,L,L,P,1,,,,,,,,,,,,Evolution
AEROJAMES,AEROJAMES,0,01 Isatis,ISAT,L,L,P,1,,,,,,,,,,,
AEROJAMES,AEROJAMES,1,Isatis,ISAT,L,L,P,1,,,,,,,,,,,,01 Isatis
AEROKOPTER,AEROKOPTER,0,AK-1,ZA6,H,L,P,1,,,,,,,,,,,
AEROKOPTER,AEROKOPTER,1,ZA-6 Sanka,ZA6,H,L,P,1,,,,,,,,,,,,AK-1
AEROKOPTER,AEROKOPTER,1,Sanka,ZA6,H,L,P,1,,,,,,,,,,,,AK-1
AEROLAB,AEROLAB,0,LoCamp,LOCA,L,L,P,1,,,,,,,,,,,
AEROLITES,AEROLITES,0,AeroSkiff,SKIF,A,L,P,1,,,,,,,,,,,
AEROMERE,AEROMERE,0,F-8L Falco,F8L,L,L,P,1,,,,,,,,,,,
AEROMERE,AEROMERE,1,Falco,F8L,L,L,P,1,,,,,,,,,,,,F-8L Falco
AEROMOT,AEROMOT,0,AMT-600 Guri,GURI,L,L,P,1,,,,,,,,,,,
AEROMOT,AEROMOT,1,Guri,GURI,L,L,P,1,,,,,,,,,,,,AMT-600 Guri
AEROMOT,AEROMOT,0,AMT-100 Ximango,RF10,L,L,P,1,,,,,,,,,,,
AEROMOT,AEROMOT,1,AMT-200 Super Ximango,RF10,L,L,P,1,,,,,,,,,,,,AMT-100 Ximango
AEROMOT,AEROMOT,1,AMT-300 Turbo Ximango Shark,RF10,L,L,P,1,,,,,,,,,,,,AMT-100 Ximango
AEROMOT,AEROMOT,1,Super Ximango,RF10,L,L,P,1,,,,,,,,,,,,AMT-100 Ximango
AEROMOT,AEROMOT,1,TG-14 Super Ximango,RF10,L,L,P,1,,,,,,,,,,,,AMT-100 Ximango
AEROMOT,AEROMOT,1,Turbo Ximango Shark,RF10,L,L,P,1,,,,,,,,,,,,AMT-100 Ximango
AEROMOT,AEROMOT,1,Ximango,RF10,L,L,P,1,,,,,,,,,,,,AMT-100 Ximango
AERONCA,AERONCA,0,K Scout,AERK,L,L,P,1,,,,,,,,,,,
AERONCA,AERONCA,1,K Sea Scout,AERK,L,L,P,1,,,,,,,,,,,,K Scout
AERONCA,AERONCA,1,CF Scout,AERK,L,L,P,1,,,,,,,,,,,,K Scout
AERONCA,AERONCA,1,Scout,AERK,L,L,P,1,,,,,,,,,,,,K Scout
AERONCA,AERONCA,1,Sea Scout,AERK,L,L,P,1,,,,,,,,,,,,K Scout
AERONCA,AERONCA,0,11 Chief,AR11,L,L,P,1,,,,,,,,,,,
AERONCA,AERONCA,1,Chief (11),AR11,L,L,P,1,,,,,,,,,,,,11 Chief
AERONCA,AERONCA,0,15 Sedan,AR15,L,L,P,1,,,,,,,,,,,
AERONCA,AERONCA,1,Sedan,AR15,L,L,P,1,,,,,,,,,,,,15 Sedan
AERONCA,AERONCA,0,50 Chief,AR50,L,L,P,1,,,,,,,,,,,
AERONCA,AERONCA,1,Chief (50),AR50,L,L,P,1,,,,,,,,,,,,50 Chief
AERONCA,AERONCA,0,50 Tandem,AR5T,L,L,P,1,,,,,,,,,,,
AERONCA,AERONCA,1,Tandem (50),AR5T,L,L,P,1,,,,,,,,,,,,50 Tandem
AERONCA,AERONCA,0,65 Super Chief,AR65,L,L,P,1,,,,,,,,,,,
AERONCA,AERONCA,1,Super Chief,AR65,L,L,P,1,,,,,,,,,,,,65 Super Chief
AERONCA,AERONCA,0,60 Tandem,AR6T,L,L,P,1,,,,,,,,,,,
AERONCA,AERONCA,1,Tandem (60),AR6T,L,L,P,1,,,,,,,,,,,,60 Tandem
AERONCA,AERONCA,1,65 Tandem,AR6T,L,L,P,1,,,,,,,,,,,,60 Tandem
AERONCA,AERONCA,1,Tandem (65),AR6T,L,L,P,1,,,,,,,,,,,,60 Tandem
AERONCA,AERONCA,1,65 Defender,AR6T,L,L,P,1,,,,,,,,,,,,60 Tandem
AERONCA,AERONCA,1,Defender,AR6T,L,L,P,1,,,,,,,,,,,,60 Tandem
